법령용어명,법령내용
extent,"{'LsTrmService': {'법령용어일련번호': '617462', '법령용어명_한글': 'extent', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '범위'}}"
extenuation,"{'LsTrmService': {'법령용어일련번호': '619261', '법령용어명_한글': 'extenuation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '작량'}}"
extermination,"{'LsTrmService': {'법령용어일련번호': '620069', '법령용어명_한글': 'extermination', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '구제(驅除)'}}"
extinguishment,"{'LsTrmService': {'법령용어일련번호': '620516', '법령용어명_한글': 'extinguishment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '멸실;소멸'}}"
extortion,"{'LsTrmService': {'법령용어일련번호': '618457', '법령용어명_한글': 'extortion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공갈'}}"
extraction,"{'LsTrmService': {'법령용어일련번호': '618862', '법령용어명_한글': 'extraction', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '적출;채취'}}"
extradition,"{'LsTrmService': {'법령용어일련번호': '619262', '법령용어명_한글': 'extradition', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '인도'}}"
extraterritoriality,"{'LsTrmService': {'법령용어일련번호': '623171', '법령용어명_한글': 'extraterritoriality', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '치외법권'}}"
E종절연,"{'LsTrmService': {'법령용어일련번호': ['5277443', '5211636'], '법령용어명_한글': ['E종절연', 'E종 절연'], '법령용어명_한자': ['E종절연', 'E종 절연'], '법령용어코드': ['011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전'], '출처': ['선박전기설비기준[해양수산부고시 제2020-65호, 2020.5.14., 일부개정]', '어선설비기준[해양수산부고시 제2024-85호, 2024.7.26., 일부개정]'], '법령용어정의': ['에나멜선용 폴리우레탄수지, 에나멜용 에폭시수지 또는 이와 유사한 재료에 의한 절연을 말한다.', '에나멜선용 폴리우레탄수지, 에나멜용 에폭시수지 또는 이와 유사한 재료에 따른 절연을 말한다.']}}"
fabrication,"{'LsTrmService': {'법령용어일련번호': '619263', '법령용어명_한글': 'fabrication', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '가공;날조'}}"
face,"{'LsTrmService': {'법령용어일련번호': '617127', '법령용어명_한글': 'face', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '권면'}}"
facilities,"{'LsTrmService': {'법령용어일련번호': '618865', '법령용어명_한글': 'facilities', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '설비;시설'}}"
facility,"{'LsTrmService': {'법령용어일련번호': '618088', '법령용어명_한글': 'facility', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '시설'}}"
fact,"{'LsTrmService': {'법령용어일련번호': '617128', '법령용어명_한글': 'fact', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사실'}}"
factor,"{'LsTrmService': {'법령용어일련번호': '617463', '법령용어명_한글': 'factor', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '요소'}}"
factoring,"{'LsTrmService': {'법령용어일련번호': '618458', '법령용어명_한글': 'factoring', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '팩토링'}}"
factory,"{'LsTrmService': {'법령용어일련번호': '617733', '법령용어명_한글': 'factory', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공장'}}"
factum,"{'LsTrmService': {'법령용어일련번호': '617464', '법령용어명_한글': 'factum', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사실'}}"
faculty,"{'LsTrmService': {'법령용어일련번호': '617734', '법령용어명_한글': 'faculty', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '능력'}}"
fairness,"{'LsTrmService': {'법령용어일련번호': '618089', '법령용어명_한글': 'fairness', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공정(公正);공평'}}"
false,"{'LsTrmService': {'법령용어일련번호': '617269', '법령용어명_한글': 'false', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '허위의'}}"
falsehood,"{'LsTrmService': {'법령용어일련번호': '618459', '법령용어명_한글': 'falsehood', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '허위;허위사실'}}"
falsification,"{'LsTrmService': {'법령용어일련번호': '620072', '법령용어명_한글': 'falsification', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '변조'}}"
falsity,"{'LsTrmService': {'법령용어일련번호': '617735', '법령용어명_한글': 'falsity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '허위'}}"
fame,"{'LsTrmService': {'법령용어일련번호': '617129', '법령용어명_한글': 'fame', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '명예'}}"
family,"{'LsTrmService': {'법령용어일련번호': '617465', '법령용어명_한글': 'family', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '가족 ; 가정(家庭);가정(家庭)의;세대'}}"
fare,"{'LsTrmService': {'법령용어일련번호': '617130', '법령용어명_한글': 'fare', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '요금;운임(運賃)'}}"
farmland,"{'LsTrmService': {'법령용어일련번호': '618090', '법령용어명_한글': 'farmland', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '농지'}}"
fault,"{'LsTrmService': {'법령용어일련번호': '617270', '법령용어명_한글': 'fault', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '하자'}}"
favor,"{'LsTrmService': {'법령용어일련번호': '617271', '법령용어명_한글': 'favor', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '청탁'}}"
feasance,"{'LsTrmService': {'법령용어일련번호': '618091', '법령용어명_한글': 'feasance', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '작위'}}"
federation,"{'LsTrmService': {'법령용어일련번호': '618869', '법령용어명_한글': 'federation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '연합회'}}"
fee,"{'LsTrmService': {'법령용어일련번호': '617077', '법령용어명_한글': 'fee', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수수료;요금'}}"
FERNS,"{'LsTrmService': {'법령용어일련번호': '5287957', '법령용어명_한글': 'FERNS', '법령용어명_한자': 'FERNS', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '장거리무선항법시스템(LORAN) 정비점검 규정[해양수산부예규 제225호, 2025.6.25., 일부개정]', '법령용어정의': '극동 아시아지역의 로란-C와 다른 그 밖의 전파(電波)표지에 관한 조정 및 협력 업무를 수행하는 한국, 중국, 러시아의 협의기구를 말한다.'}}"
ferriage,"{'LsTrmService': {'법령용어일련번호': '618092', '법령용어명_한글': 'ferriage', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '도선(渡船)업'}}"
fetus,"{'LsTrmService': {'법령용어일련번호': '617272', '법령용어명_한글': 'fetus', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '태아'}}"
fiduciary,"{'LsTrmService': {'법령용어일련번호': '618460', '법령용어명_한글': 'fiduciary', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수탁자'}}"
figure,"{'LsTrmService': {'법령용어일련번호': '617466', '법령용어명_한글': 'figure', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '도형'}}"
filing,"{'LsTrmService': {'법령용어일련번호': '617467', '법령용어명_한글': 'filing', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '제기;편철'}}"
film,"{'LsTrmService': {'법령용어일련번호': '617131', '법령용어명_한글': 'film', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '영화'}}"
finance,"{'LsTrmService': {'법령용어일련번호': '617736', '법령용어명_한글': 'finance', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '금융;융통;재정(財政)'}}"
